reaction	A120	A100	A80	A60	G120	G100	G80	G60	X120	X100	X80	X60
3-methyl-oxopentanoate trasport	0	0	0	0	0	0	0	0	0	0	0	0
3-methylbutanal exchange	0	0	0	0	0	0	0	0	0	0	0	0
3-methylbutanal transport	0	0	0	0	0	0	0	0	0	0	0	0
3-methylbutanal transport	0	0	0	0	0	0	0	0	0	0	0	0
3-octaprenyl-4-hydroxybenzoate transport	0	0	0	0	0	0	0	0	0	0	0	0
4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	0	0	0	0	0	0	0	0	0	0	0	0
4-aminobenzoate exchange	0	0	0	0	0	0	0	0	0	0	0	0
4-aminobenzoate transport	0	0	0	0	0	0	0	0	0	0	0	0
4-aminobenzoate transport	0	0	0	0	0	0	0	0	0	0	0	0
4-aminobutanal transport	0	0	0	0	0	0	0	0	0	0	0	0
4-aminobutyrate transport	0	0	0	0	0	0	0	0	0	0	0	0
4-hydroxy-2-oxoglutarate transport	0	0	0	0	0	0	0	0	0	0	0	0
4-hydroxy-2-oxoglutarate transport	0	0	0	0	0	0	0	0	0	0	0	0
4-hydroxybenzoate transport	0	0	0	0	0	0	0	0	0	0	0	0
5'-nucleotidase (GMP)	0	0	0	0	0	0	0	0	0	0	0	0
5-aminolevulinate exchange	0	0	0	0	0	0	0	0	0	0	0	0
5-aminolevulinate transport	-7.020000e-08	-4.836000e-07	-6.708000e-07	-8.892000e-07	-2.418000e-07	-1.263600e-06	-1.388400e-06	-1.817400e-06	0	-5.460000e-08	-4.204200e-07	-7.020000e-07
5-formethyltetrahydrofolate cyclo-ligase	0	0	0	0	0	0	0	0	0	0	0	0
5-formyltetrahydrofolate:10-formyltetrahydrofolate isomerase	0	0	0	0	0	0	0	0	0	0	0	0
5-formyltetrahydrofolic acid exchange	0	0	0	0	0	0	0	0	0	0	0	0
7,8-diaminononanoate exchange	0	0	0	0	0	0	0	0	0	0	0	0
7,8-diaminononanoate transport	0	0	0	0	0	0	0	0	0	0	0	0
8-amino-7-oxononanoate exchange	0	0	0	0	0	0	0	0	0	0	0	0
9H-xanthine exchange	0	0	0	0	0	0	0	0	0	0	0	0
acetaldehyde exchange	0	0	0	0	0	0	0	0	0	0	0	0
acetaldehyde transport	0	0	0	0	0	0	0	0	0	0	0	0
acetaldehyde transport	0	0	0	0	0	0	0	0	0	0	0	0
acetate exchange	-5.254840e-01	-3.092998e+00	-4.452415e+00	-4.120973e+00	0	0	0	0	0	0	0	0
acetate transport	0	0	0	0	0	0	0	0	0	0	0	0
acetyl-CoA transport	0	0	0	0	0	0	0	0	0	0	0	0
acetylcarnitine transport	0	0	0	0	0	0	0	0	0	0	0	0
adenine exchange	0	0	0	0	0	0	0	0	0	0	0	0
adenine transport	0	0	0	0	0	0	0	0	0	0	0	0
adenosine 3',5'-bismonophosphate exchange	0	0	0	0	0	0	0	0	0	0	0	0
adenosine 3',5'-bisphosphate transport	0	0	0	0	0	0	0	0	0	0	0	0
adenosine exchange	0	0	0	0	0	0	0	0	0	0	0	0
ADP transport	0	0	0	0	0	0	0	0	0	0	0	0
ADP transport	0	0	0	0	0	0	0	0	0	0	0	0
AKG transporter, peroxisome	0	0	0	0	0	0	0	0	0	0	0	0
allantoate exchange	0	0	0	0	0	0	0	0	0	0	0	0
allantoin exchange	0	0	0	0	0	0	0	0	0	0	0	0
alpha,alpha-trehalose exchange	0	0	0	0	0	0	0	0	0	0	0	0
alpha-D-glucosamine 6-phosphate exchange	0	0	0	0	0	0	0	0	0	0	0	0
alpha-ketoglutarate/malate transporter	0	0	0	0	0	0	0	0	0	0	0	0
ammonium exchange	-3.252834e-02	-2.288077e-01	-3.611965e-01	-4.697964e-01	-1.141866e-01	-8.358701e-01	-8.687901e-01	-6.209565e+00	-2.024635e-03	-3.417744e-02	-2.533654e-01	-4.528442e-01
AMP transport	0	0	0	0	0	0	0	0	0	0	0	0
arginine transport	0	0	0	0	0	0	0	0	0	0	0	0
asparagine transport	0	0	0	0	0	0	0	0	0	0	0	0
aspartate-glutamate transporter	0	0	0	0	0	0	0	0	0	0	0	0
ATP diffusion	0	0	0	0	0	0	0	0	0	0	0	0
ATP transport	0	0	0	0	0	0	0	0	0	0	0	0
bicarbonate formation	2.089056e-01	6.811631e-01	9.113704e-01	9.191452e-01	6.036715e-01	2.320916e+00	2.496397e+00	2.701219e+00	1.206493e-02	9.648042e-02	1.704074e+00	2.046101e+00
bicarbonate transport	0	0	0	0	0	0	0	0	0	0	0	0
biotin exchange	0	0	0	0	0	0	0	0	0	0	0	0
carbon dioxide exchange	2.580000e-01	2.799916e+00	4.878578e+00	3.207172e+00	8.077000e-01	1.961224e+00	1.869300e+00	2.944410e+00	4.143031e-02	4.154678e-01	2.488000e+00	3.088000e+00
carnitine transport	0	0	0	0	0	0	0	0	0	0	0	0
carnitine-acetylcarnitine carrier	0	0	0	0	0	0	0	0	0	0	0	0
CDP transport	0	0	0	0	0	0	0	0	0	0	0	0
ceramide transport	0	0	0	0	0	0	0	0	0	0	0	0
ceramide transport	0	0	0	0	0	0	0	0	0	0	0	0
ceramide transport	0	0	0	0	0	0	0	0	0	0	0	0
ceramide transport	0	0	0	0	0	0	0	0	0	0	0	0
ceramide transport	0	0	0	0	0	0	0	0	0	0	0	0
ceramide transport	0	0	0	0	0	0	0	0	0	0	0	0
choline exchange	0	0	0	0	0	0	0	0	0	0	0	0
choline transport	0	0	0	0	0	0	0	0	0	0	0	0
citrate transport	0	0	0	0	0	0	0	0	0	0	0	0
citrate(3-) exchange	0	0	0	0	0	0	0	0	0	0	0	0
citrate/isocitrate antiport	0	0	0	0	0	0	0	0	0	0	0	0
citrate/malate antiport	0	0	0	0	0	0	0	0	0	0	0	0
CO2 transport	0	0	0	0	0	0	0	0	0	0	0	0
CO2 transport	0	0	0	0	0	0	0	0	0	0	0	0
CO2 transport	0	0	0	0	0	0	0	0	0	0	0	0
CO2 transport	-2.109749e-01	-2.077837e+00	-3.894407e+00	-2.220480e+00	-1.071673e+00	-2.156817e+00	-2.602931e+00	-3.422097e+00	-1.953902e-02	-2.265018e-01	-1.588192e+00	-1.585303e+00
CO2 transport	2.580000e-01	2.799916e+00	4.878578e+00	3.207172e+00	8.077000e-01	1.961224e+00	1.869300e+00	2.944410e+00	4.143031e-02	4.154678e-01	2.488000e+00	3.088000e+00
coenzyme A transport	0	0	0	0	0	0	0	0	0	0	0	0
coenzyme A transport	0	0	0	0	0	0	0	0	0	0	0	0
coenzyme A transport	0	0	0	0	0	0	0	0	0	0	0	0
cytidine exchange	0	0	0	0	0	0	0	0	0	0	0	0
cytidylate kinase (CMP)	0	0	0	0	0	0	0	0	0	0	0	0
cytidylate kinase (dCMP)	-5.265000e-05	-3.627000e-04	-5.031000e-04	-6.669000e-04	-1.813500e-04	-9.477000e-04	-1.041300e-03	-1.363050e-03	-4.680000e-06	-4.095000e-05	-3.153150e-04	-5.265000e-04
cytosine exchange	0	0	0	0	0	0	0	0	0	0	0	0
D-arabinose exchange	0	0	0	0	0	0	0	0	0	0	0	0
D-arabinose transport	0	0	0	0	0	0	0	0	0	0	0	0
D-erythrose 4-phosphate transport	1.433153e-03	1.013223e-02	1.645674e-02	2.132313e-02	5.054141e-03	3.511863e-02	4.070669e-02	7.796977e-02	7.986423e-05	1.601320e-03	1.179333e-02	1.879561e-02
D-fructose exchange	0	0	0	0	0	0	0	0	0	0	0	0
D-galactose exchange	0	0	0	0	0	0	0	0	0	0	0	0
D-galacturonate exchange	0	0	0	0	0	0	0	0	0	0	0	0
D-glucitol exchange	0	0	0	0	0	0	0	0	0	0	0	0
D-glucosamine 6-phosphate uniport	0	0	0	0	0	0	0	0	0	0	0	0
D-glucose exchange	0	0	0	0	0	0	0	0	0	0	0	0
D-mannose exchange	0	0	0	0	0	0	0	0	0	0	0	0
D-ribose exchange	0	0	0	0	0	0	0	0	0	0	0	0
D-sorbitol transport	0	0	0	0	0	0	0	0	0	0	0	0
D-xylose exchange	0	0	0	0	0	0	0	0	-1.767191e-02	-1.684442e-01	-2.658906e+00	-3.539471e+00
D-xylose transport	0	0	0	0	0	0	0	0	1.767191e-02	1.684442e-01	2.658906e+00	3.539471e+00
dADP transport	0	0	0	0	0	0	0	0	0	0	0	0
dCDP transport	0	0	0	0	0	0	0	0	0	0	0	0
deamino-NAD+ diffusion	0	0	0	0	0	0	0	0	0	0	0	0
decanoate exchange	0	0	0	0	0	0	0	0	0	0	0	0
deoxyadenosine transport	0	0	0	0	0	0	0	0	0	0	0	0
deoxyadenylate kinase	-3.159000e-05	-2.176200e-04	-3.018600e-04	-4.001400e-04	-1.088100e-04	-5.686200e-04	-6.247800e-04	-8.178300e-04	-2.808000e-06	-2.457000e-05	-1.891890e-04	-3.159000e-04
deoxyinosine transport	0	0	0	0	0	0	0	0	0	0	0	0
dGDP transport	0	0	0	0	0	0	0	0	0	0	0	0
dhnpt transport	0	0	0	0	0	0	0	0	0	0	0	0
dihydrofolate transport	0	0	0	0	0	0	0	0	0	0	0	0
dihydropteroate transport	0	0	0	0	0	0	0	0	0	0	0	0
dihydroxyacetone phosphate transport	0	0	0	0	0	0	0	0	0	0	0	0
diphosphate transport	0	0	0	0	0	0	0	0	0	0	0	0
dolichol phosphate transport	-2.888408e-03	-3.514269e-02	-4.569000e-02	-8.378847e-02	-1.670992e-02	-3.642781e-02	-7.717418e-02	-3.609163e-02	-2.754894e-04	-1.075707e-03	-1.888534e-02	-4.752649e-02
dTTP exchange	0	0	0	0	0	0	0	0	0	0	0	0
dTTP uniport	0	0	0	0	0	0	0	0	0	0	0	0
dUDP diffusion	0	0	0	0	0	0	0	0	0	0	0	0
dUMP transport	0	0	0	0	0	0	0	0	0	0	0	0
episterol exchange	0	0	0	0	0	0	0	0	0	0	0	0
ergosta-5,6,22,24,(28)-tetraen-3beta-ol transport	4.523365e-04	2.300688e-03	3.005582e-03	2.798133e-03	1.269004e-03	7.967158e-03	6.430500e-03	7.868613e-03	4.538987e-05	3.284582e-04	2.063596e-03	2.756713e-03
ergosterol exchange	0	0	0	0	0	0	0	0	0	0	0	0
ergosterol transport	4.523365e-04	2.300688e-03	3.005582e-03	2.798133e-03	1.269004e-03	7.967158e-03	6.430500e-03	7.868613e-03	4.538987e-05	3.284582e-04	2.063596e-03	2.756713e-03
ergosterol transport	0	0	0	0	0	0	0	0	0	0	0	0
ergosterol transport	0	0	0	0	0	0	0	0	0	0	0	0
ethanol exchange	0	0	0	0	0	0	0	0	0	0	0	0
ethanol transport	0	0	0	0	0	0	0	0	0	0	0	0
ethanol transport, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
ethanolamine exchange	0	0	0	0	0	0	0	0	0	0	0	0
ethyl acetate exchange	0	0	0	0	0	0	0	0	0	0	0	0
farnesyl diphosphate transport	8.775000e-09	6.045000e-08	8.385000e-08	1.111500e-07	3.022500e-08	1.579500e-07	1.735500e-07	2.271750e-07	7.800000e-10	6.825000e-09	5.255250e-08	8.775000e-08
fatty acid transport	0	0	0	0	0	0	0	0	0	0	0	0
fatty acid transport	0	0	0	0	0	0	0	0	0	0	0	0
fatty acid transport	0	0	0	0	0	0	0	0	0	0	0	0
fatty acid transport	0	0	0	0	0	0	0	0	0	0	0	0
fatty acid transport	0	0	0	0	0	0	0	0	0	0	0	0
fatty acid transport	0	0	0	0	0	0	0	0	0	0	0	0
myristate (n-C14:0) transport	0	0	0	0	0	0	0	0	0	0	0	0
fecosterol exchange	0	0	0	0	0	0	0	0	0	0	0	0
FMN adenylyltransferase	0	0	0	0	0	0	0	0	0	0	0	0
FMN exchange	0	0	0	0	0	0	0	0	0	0	0	0
formate exchange	8.821973e-02	0	0	0	2.565849e-01	1.299101e-01	1.477486e-01	2.782374e-01	0	0	8.359590e-01	8.589043e-01
formate transport	8.774134e-02	3.504693e-02	5.692316e-02	7.375578e-02	2.552261e-01	1.214738e-01	1.408027e-01	2.696940e-01	2.762469e-04	5.534923e-03	8.337393e-01	8.558870e-01
formate transport	-8.821973e-02	0	0	0	-2.565849e-01	-1.299101e-01	-1.477486e-01	-2.782374e-01	0	0	-8.359590e-01	-8.589043e-01
formate transport	0	0	0	0	0	0	0	0	0	0	0	0
fumarate(2-) exchange	0	0	0	0	0	0	0	0	0	0	0	0
gamma-aminobutyrate exchange	0	0	0	0	0	0	0	0	0	0	0	0
GDP transport	0	0	0	0	0	0	0	0	0	0	0	0
GDP transport	0	0	0	0	0	0	0	0	0	0	0	0
GDP-alpha-D-mannose transport	0	0	0	0	0	0	0	0	0	0	0	0
glucose transport, vacuolar	0	0	0	0	0	0	0	0	0	0	0	0
glutathione disulfide exchange	0	0	0	0	0	0	0	0	0	0	0	0
glutathione exchange	0	0	0	0	0	0	0	0	0	0	0	0
glycerol exchange	0	0	0	0	-1.028460e+00	-5.357364e+00	-6.442294e+00	-1.360661e+01	0	0	0	0
glycerol-3-phosphate shuttle	3.139804e-06	2.162976e-05	3.000258e-05	3.977086e-05	1.081488e-05	5.651648e-05	6.209836e-05	8.128605e-05	2.790937e-07	2.442070e-06	1.880394e-05	3.139805e-05
glycine exchange	0	0	0	0	0	0	0	0	0	0	0	0
glycine transport	-8.774127e-02	2.424599e-03	1.545160e-03	1.241894e-03	-2.552259e-01	2.620220e-03	-1.408013e-01	-1.783580e-02	8.036319e-05	4.241147e-05	-8.337389e-01	-8.558863e-01
glycoaldehyde transport	0	0	0	0	0	0	0	0	0	0	0	0
glycoaldehyde transport	0	0	0	0	0	0	0	0	0	0	0	0
glycolaldehyde exchange	0	0	0	0	0	0	0	0	0	0	0	0
glyoxylate exchange	1.281298e-01	0	0	0	2.565647e-01	0	1.399663e-01	0	0	0	1.466842e+00	1.401504e+00
glyoxylate transport	1.281298e-01	0	0	0	2.565647e-01	0	1.399663e-01	0	0	0	1.466842e+00	1.401504e+00
glyoxylate transport	0	0	0	0	0	0	0	0	0	0	0	0
guanine exchange	0	0	0	0	0	0	0	0	0	0	0	0
guanine transport	0	0	0	0	0	0	0	0	0	0	0	0
guanosine exchange	0	0	0	0	0	0	0	0	0	0	0	0
guanosine transport	0	0	0	0	0	0	0	0	0	0	0	0
guanosine transport	0	0	0	0	0	0	0	0	0	0	0	0
H+ diffusion	3.730607e-01	2.952613e+00	4.259286e+00	3.873507e+00	0	0	0	0	0	0	0	0
H+ diffusion	-1.983735e-03	-3.054132e-02	-3.967883e-02	-7.819220e-02	-1.417191e-02	-2.049350e-02	-6.431318e-02	-2.035440e-02	-1.847096e-04	-4.187902e-04	-1.475814e-02	-4.201306e-02
H+ diffusion	0	0	0	0	0	0	0	0	0	0	0	0
H+ diffusion	-4.743440e-04	-1.830931e-03	-2.938896e-03	-2.337014e-03	-1.281839e-03	-7.296913e-03	-6.012923e-03	-5.567870e-03	-4.677472e-05	-3.466467e-04	-2.211570e-03	-2.415075e-03
H+ diffusion	0	0	0	0	0	0	0	0	0	0	0	0
H+ diffusion	0	0	0	0	0	0	0	0	0	0	0	0
H+ diffusion	0	0	0	0	0	0	0	0	0	0	0	0
H+ exchange	-3.750028e-01	-2.814876e+00	-4.277826e+00	-3.898051e+00	-1.035145e+00	-3.520029e+00	-4.335787e+00	-4.930358e+00	-1.727962e-04	-1.511179e-03	-1.162719e-02	2.676699e-02
hexacosanoyl-CoA transport	0	0	0	0	0	0	0	0	0	0	0	0
hexadecanoate (n-C16:0) transport	0	0	0	0	0	0	0	0	0	0	0	0
hexadecenoate (n-C16:1) transport	0	0	0	0	0	0	0	0	0	0	0	0
L-histidine transport, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
homocitrate synthase	1.551787e-03	1.097096e-02	1.781901e-02	2.308822e-02	5.472515e-03	3.802570e-02	4.407632e-02	8.442398e-02	8.647526e-05	1.733875e-03	1.276956e-02	2.035148e-02
hydrogen peroxide transport	0	0	0	0	0	0	0	0	0	0	0	0
hydroxymethylglutaryl-CoA transport	-2.714045e-03	-1.380431e-02	-1.803375e-02	-1.678913e-02	-7.614116e-03	-4.780342e-02	-3.858352e-02	-4.721236e-02	-2.723416e-04	-1.970770e-03	-1.238173e-02	-1.654054e-02
hypoxanthine exchange	0	0	0	0	0	0	0	0	0	0	0	0
hypoxanthine transport	0	0	0	0	0	0	0	0	0	0	0	0
indol-3-ylacetaldehyde exchange	0	0	0	0	0	0	0	0	0	0	0	0
indole-3-acetaldehyde transport	0	0	0	0	0	0	0	0	0	0	0	0
indole-3-acetaldehyde transport	0	0	0	0	0	0	0	0	0	0	0	0
indole-3-acetate transport	0	0	0	0	0	0	0	0	0	0	0	0
inosine exchange	0	0	0	0	0	0	0	0	0	0	0	0
inosine transport	0	0	0	0	0	0	0	0	0	0	0	0
inositol hexakisphosphate transport	0	0	0	0	0	0	0	0	0	0	0	0
IPC transport	0	0	0	0	0	0	0	0	0	0	0	0
IPC transport	0	0	0	0	0	0	0	0	0	0	0	0
IPC transport	0	0	0	0	0	0	0	0	0	0	0	0
IPC transport	0	0	0	0	0	0	0	0	0	0	0	0
IPC transport	0	0	0	0	0	0	0	0	0	0	0	0
IPC transport	0	0	0	0	0	0	0	0	0	0	0	0
IPC transport	0	0	0	0	0	0	0	0	0	0	0	0
IPC transport	0	0	0	0	0	0	0	0	0	0	0	0
IPC transport	0	0	0	0	0	0	0	0	0	0	0	0
IPC transport	0	0	0	0	0	0	0	0	0	0	0	0
iron(2+) exchange	-8.775000e-09	-6.045000e-08	-8.385000e-08	-1.111500e-07	-3.022500e-08	-1.579500e-07	-1.735500e-07	-2.271750e-07	0	-6.825000e-09	-5.255250e-08	-8.775000e-08
isoamyl acetate exchange	0	0	0	0	0	0	0	0	0	0	0	0
isoamyl alcohol transport	0	0	0	0	0	0	0	0	0	0	0	0
isoamyl alcohol transport	0	0	0	0	0	0	0	0	0	0	0	0
isoamylol exchange	0	0	0	0	0	0	0	0	0	0	0	0
isobutanol exchange	0	0	0	0	0	0	0	0	0	0	0	0
isobutyl acetate exchange	0	0	0	0	0	0	0	0	0	0	0	0
isobutyl alcohol transport	0	0	0	0	0	0	0	0	0	0	0	0
isobutyl alcohol transport	0	0	0	0	0	0	0	0	0	0	0	0
isobutyraldehyde exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-alanine exchange	0	0	0	0	0	8.031636e-02	0	4.622137e+00	0	0	0	0
L-alanine transport	0	0	0	0	0	0	0	0	0	0	0	0
L-arabinitol exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-arabinitol transport	0	0	0	0	0	0	0	0	0	0	0	0
L-arabinoase transport	0	0	0	0	0	0	0	0	0	0	0	0
L-arabinose exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-arginine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-asparagine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-aspartate exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-carnitine transport	0	0	0	0	0	0	0	0	0	0	0	0
L-cysteine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-erythro-4-hydroxyglutamate transport	0	0	0	0	0	0	0	0	0	0	0	0
L-erythro-4-hydroxyglutamate transport	0	0	0	0	0	0	0	0	0	0	0	0
L-glucitol exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-glutamate 5-semialdehyde dehydratase	8.927399e-04	6.311567e-03	1.025123e-02	1.328260e-02	3.148326e-03	2.187610e-02	2.535701e-02	4.856893e-02	4.974902e-05	9.974945e-04	7.346301e-03	1.170816e-02
L-glutamate exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-glutamate transport	0	0	0	0	0	0	0	0	0	0	0	0
L-glutamine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-glutamine transport	0	0	0	0	0	0	0	0	0	0	0	0
L-histidine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-homoserine transport	0	0	0	0	0	0	0	0	0	0	0	0
L-homoserine transport	0	0	0	0	0	0	0	0	0	0	0	0
L-isoleucine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-isoleucine transport	0	0	0	0	0	0	0	0	0	0	0	0
L-leucine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-lysine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-malate transport	0	0	0	0	0	0	0	0	0	0	0	0
L-methionine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-phenylalanine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-proline exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-proline transport	0	0	0	0	0	0	0	0	0	0	0	0
L-serine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-serine transport	0	0	0	0	0	0	0	0	0	0	0	0
L-sorbitol transport	0	0	0	0	0	0	0	0	0	0	0	0
L-sorbose exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-sorbose transport	0	0	0	0	0	0	0	0	0	0	0	0
L-threonine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-tryptophan exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-tyrosine exchange	0	0	0	0	0	0	0	0	0	0	0	0
L-valine exchange	0	0	0	0	0	0	0	0	0	0	0	0
lanosterol exchange	0	0	0	0	0	0	0	0	0	0	0	0
laurate exchange	0	0	0	0	0	0	0	0	0	0	0	0
lysine transport	0	0	0	0	0	0	0	0	0	0	0	0
M(IP)2C transport	0	0	0	0	0	0	0	0	0	0	0	0
M(IP)2C transport	0	0	0	0	0	0	0	0	0	0	0	0
M(IP)2C transport	0	0	0	0	0	0	0	0	0	0	0	0
M(IP)2C transport	0	0	0	0	0	0	0	0	0	0	0	0
M(IP)2C transport	0	0	0	0	0	0	0	0	0	0	0	0
M(IP)2C transport	0	0	0	0	0	0	0	0	0	0	0	0
M(IP)2C transport	0	0	0	0	0	0	0	0	0	0	0	0
M(IP)2C transport	0	0	0	0	0	0	0	0	0	0	0	0
M(IP)2C transport	0	0	0	0	0	0	0	0	0	0	0	0
M(IP)2C transport	0	0	0	0	0	0	0	0	0	0	0	0
malate/oxaloacetate shuttle	0	0	0	0	0	0	0	0	0	0	0	0
maltose exchange	0	0	0	0	0	0	0	0	0	0	0	0
mannan transport	-2.888408e-03	-3.514269e-02	-4.569000e-02	-8.378847e-02	-1.670992e-02	-3.642781e-02	-7.717418e-02	-3.609163e-02	-2.754894e-04	-1.075707e-03	-1.888534e-02	-4.752649e-02
methionine transport	0	0	0	0	0	0	0	0	0	0	0	0
MIPC transport	0	0	0	0	0	0	0	0	0	0	0	0
MIPC transport	0	0	0	0	0	0	0	0	0	0	0	0
MIPC transport	0	0	0	0	0	0	0	0	0	0	0	0
MIPC transport	0	0	0	0	0	0	0	0	0	0	0	0
MIPC transport	0	0	0	0	0	0	0	0	0	0	0	0
MIPC transport	0	0	0	0	0	0	0	0	0	0	0	0
MIPC transport	0	0	0	0	0	0	0	0	0	0	0	0
MIPC transport	0	0	0	0	0	0	0	0	0	0	0	0
MIPC transport	0	0	0	0	0	0	0	0	0	0	0	0
MIPC transport	0	0	0	0	0	0	0	0	0	0	0	0
myo-inositol exchange	0	0	0	0	0	0	0	0	0	0	0	0
NADP(+) transport	-9.046729e-04	-4.601376e-03	-6.011165e-03	-5.596265e-03	-2.538008e-03	-1.593432e-02	-1.286100e-02	-1.573723e-02	-9.077974e-05	-6.569165e-04	-4.127192e-03	-5.513427e-03
NADPH transport	9.046729e-04	4.601376e-03	6.011165e-03	5.596265e-03	2.538008e-03	1.593432e-02	1.286100e-02	1.573723e-02	9.077974e-05	6.569165e-04	4.127192e-03	5.513427e-03
NH3 transport	0	-1.873552e-02	-2.923382e-02	-3.749839e-02	0	-6.204639e-02	0	-1.259282e-01	-1.783050e-04	-2.788640e-03	0	0
nicotinamide diffusion	0	0	0	0	0	0	0	0	0	0	0	0
nicotinate exchange	0	0	0	0	0	0	0	0	0	0	0	0
NMN exchange	0	0	0	0	0	0	0	0	0	0	0	0
NMN transport	0	0	0	0	0	0	0	0	0	0	0	0
NMN transport	0	0	0	0	0	0	0	0	0	0	0	0
NMN transport	0	0	0	0	0	0	0	0	0	0	0	0
O-acetylcarnintine transport into mitochondria	0	0	0	0	0	0	0	0	0	0	0	0
O2 transport	4.523365e-04	2.300688e-03	3.005582e-03	2.798133e-03	1.269004e-03	7.967158e-03	6.430500e-03	7.868613e-03	4.538987e-05	3.284582e-04	2.063596e-03	2.756713e-03
O2 transport	2.989157e-01	2.201527e+00	3.985009e+00	2.356084e+00	1.335075e+00	3.268802e+00	5.190246e+00	9.515935e+00	2.775433e-02	3.104143e-01	3.849899e+00	4.108820e+00
O2 transport	3.161753e-01	2.290040e+00	4.100865e+00	2.465471e+00	1.383754e+00	3.572956e+00	5.437861e+00	9.819611e+00	2.948159e-02	3.229676e-01	3.929212e+00	4.215584e+00
O2 transport	0	0	0	0	0	0	0	0	0	0	0	0
octadecanoate (n-C18:0) transport	0	0	0	0	0	0	0	0	0	0	0	0
octanoate exchange	0	0	0	0	0	0	0	0	0	0	0	0
ornithine exchange	0	0	0	0	0	0	0	0	0	0	0	0
oxaloacetate transport	0	0	0	0	0	0	4.873500e-01	0	0	0	2.845265e-01	3.587707e-01
oxaloacetate(2-) exchange	0	0	0	0	0	0	4.873500e-01	0	0	0	2.845265e-01	3.587707e-01
oxidized glutathione uniport	0	0	0	0	0	0	0	0	0	0	0	0
oxidized thioredoxin transport	0	0	0	0	0	0	0	0	0	0	0	0
oxygen exchange	-3.161753e-01	-2.290040e+00	-4.100865e+00	-2.465471e+00	-1.383754e+00	-3.572956e+00	-5.437861e+00	-9.819611e+00	-2.948159e-02	-3.229676e-01	-3.929212e+00	-4.215584e+00
palmitate exchange	0	0	0	0	0	0	0	0	0	0	0	0
palmitoleate exchange	0	0	0	0	0	0	0	0	0	0	0	0
palmitoyl-CoA transport	0	0	0	0	0	0	0	0	0	0	0	0
panthetheine 4'-phosphate transport	0	0	0	0	0	0	0	0	0	0	0	0
PAP uniport	0	0	0	0	0	0	0	0	0	0	0	0
pectin exchange	0	0	0	0	0	0	0	0	0	0	0	0
phenylacetaldehyde exchange	0	0	0	0	0	0	0	0	0	0	0	0
phenylacetaldehyde transport	0	0	0	0	0	0	0	0	0	0	0	0
phenylacetaldehyde transport	0	0	0	0	0	0	0	0	0	0	0	0
phenylalanine transport	0	0	0	0	0	0	0	0	0	0	0	0
phosphate exchange	-1.942173e-03	-1.336721e-02	-1.854007e-02	-2.454469e-02	-6.684719e-03	-3.495822e-02	-3.836366e-02	-5.014646e-02	-1.727962e-04	-1.511179e-03	-1.162719e-02	-1.939171e-02
phosphate transport	0	0	0	0	0	0	0	0	0	0	0	0
potassium exchange	0	0	0	0	0	0	0	0	0	0	0	0
protoporphyrinogen IX transport	8.775000e-09	6.045000e-08	8.385000e-08	1.111500e-07	3.022500e-08	1.579500e-07	1.735500e-07	2.271750e-07	0	6.825000e-09	5.255250e-08	8.775000e-08
PRPP transport	0	0	0	0	0	0	0	0	0	0	0	0
putrescine exchange	0	0	0	0	0	0	0	0	0	0	0	0
pyridoxal kinase	0	0	0	0	0	0	0	0	0	0	0	0
pyridoxine exchange	0	0	0	0	0	0	0	0	0	0	0	0
pyridoxine kinase	0	0	0	0	0	0	0	0	0	0	0	0
pyrimidine phosphatase	8.687250e-06	5.984550e-05	8.301150e-05	1.100385e-04	2.992275e-05	1.563705e-04	1.718145e-04	2.249032e-04	7.722000e-07	6.756750e-06	5.202697e-05	8.687250e-05
pyrophosphate transport	5.639376e-01	3.402187e+00	4.911301e+00	4.782171e+00	1.526460e-01	8.013464e-01	1.011089e+00	1.540963e+00	2.710184e-03	3.443642e-02	2.845918e-01	5.262129e-01
pyruvate exchange	0	1.511047e-01	0	0	0	1.791977e+00	2.144871e+00	4.104259e+00	0	0	0	0
